CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
3551,244,89,188,Front-wheel drive,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2010 Scion xD,Scion,2010 Scion xD,2010,128,125
3552,244,89,188,Front-wheel drive,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,TRUE,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2010 Scion xD AT,Scion,2010 Scion xD,2010,128,125
3553,7,96,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 490 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Aston Martin Virage Volante,Aston Martin,2012 Aston Martin Virage Volante,2012,490,420
3554,133,208,237,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2011 Toyota Tundra,Toyota,2011 Toyota Tundra,2011,236,266
3555,133,208,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2011 Toyota Tundra 4.6L,Toyota,2011 Toyota Tundra,2011,310,327
3556,143,208,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra 5.7L,Toyota,2011 Toyota Tundra,2011,381,401
3557,143,208,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra 5.7L FFV,Toyota,2011 Toyota Tundra,2011,381,401
3558,133,176,237,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2011 Toyota Tundra Long Bed,Toyota,2011 Toyota Tundra,2011,236,266
3559,133,176,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 Toyota Tundra Long Bed 5.7L,Toyota,2011 Toyota Tundra,2011,381,401
3560,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Long Bed 5.7L 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3561,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Long Bed 5.7L FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3562,133,176,237,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2011 Toyota Tundra Double Cab,Toyota,2011 Toyota Tundra,2011,236,266
3563,133,176,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2011 Toyota Tundra Double Cab 4.6L,Toyota,2011 Toyota Tundra,2011,310,327
3564,143,176,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Toyota Tundra Double Cab 4.6L 4X4,Toyota,2011 Toyota Tundra,2011,310,327
3565,133,176,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 Toyota Tundra Double Cab 5.7L,Toyota,2011 Toyota Tundra,2011,381,401
3566,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab 5.7L 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3567,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab 5.7L FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3568,133,122,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 Toyota Tundra Double Cab Long Bed,Toyota,2011 Toyota Tundra,2011,381,401
3569,143,122,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab Long Bed 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3570,133,176,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2011 Toyota Tundra Double Cab 4.6L,Toyota,2011 Toyota Tundra,2011,310,327
3571,143,176,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Toyota Tundra Double Cab 4.6L 4X4,Toyota,2011 Toyota Tundra,2011,310,327
3572,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab Limited 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3573,143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab Limited FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3574,128,176,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2011 Toyota Tundra CrewMax,Toyota,2011 Toyota Tundra,2011,310,327
3575,138,176,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Toyota Tundra CrewMax 4X4,Toyota,2011 Toyota Tundra,2011,310,327
3576,128,176,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 Toyota Tundra CrewMax 5.7L,Toyota,2011 Toyota Tundra,2011,381,401
3577,138,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra CrewMax 5.7L 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3578,138,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra CrewMax 5.7L FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3579,128,176,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 Toyota Tundra CrewMax Limited,Toyota,2011 Toyota Tundra,2011,381,401
3580,134,27,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Lexus IS 250 C Convertible,Lexus,2010 Lexus IS C,2010,204,185
3581,134,27,8,Rear-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Lexus IS 350 C Convertible,Lexus,2010 Lexus IS C,2010,306,277
3582,134,27,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Lexus IS 250 C Convertible AT,Lexus,2010 Lexus IS C,2010,204,185
3583,135,22,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2011 Lexus IS 250 C Convertible,Lexus,2011 Lexus IS C,2011,204,185
3584,135,27,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2011 Lexus IS 250 C Convertible AT,Lexus,2011 Lexus IS C,2011,204,185
3585,135,27,8,Rear-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Lexus IS 350 C Convertible,Lexus,2011 Lexus IS C,2011,306,277
3586,167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Jaguar XJ,Jaguar,2010 Jaguar XJ,2010,385,380
3587,167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Jaguar XJL,Jaguar,2010 Jaguar XJ,2010,385,380
3588,167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XJ Supercharged,Jaguar,2010 Jaguar XJ,2010,470,424
3589,167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XJL Supercharged,Jaguar,2010 Jaguar XJ,2010,470,424
3590,167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XJ Supersport,Jaguar,2010 Jaguar XJ,2010,510,461
3591,167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XJL Supersport,Jaguar,2010 Jaguar XJ,2010,510,461
3592,138,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra CrewMax Limited FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3593,138,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra CrewMax Limited 4X4,Toyota,2011 Toyota Tundra,2011,381,401
3594,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2010 Subaru Legacy 2.5i,Subaru,2010 Subaru Legacy,2010,170,170
3595,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Subaru Legacy 2.5GT Premium,Subaru,2010 Subaru Legacy,2010,265,258
3596,226,126,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Subaru Legacy 3.6R,Subaru,2010 Subaru Legacy,2010,256,247
3597,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2010 Subaru Legacy 2.5i Premium,Subaru,2010 Subaru Legacy,2010,170,170
3598,2,96,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 490 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Aston Martin Virage Coup,Aston Martin,2011 Aston Martin Virage Coup,2011,490,420
3599,2,96,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 490 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Aston Martin Virage Coup,Aston Martin,2012 Aston Martin Virage Coup,2012,490,420
3600,244,127,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Suzuki Equator Sport Crew Cab,Suzuki,2011 Suzuki Equator,2011,261,281
3601,244,214,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Suzuki Equator Sport Crew Cab Long Bed 4x4,Suzuki,2011 Suzuki Equator,2011,261,281
3602,244,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Suzuki Equator RMZ-4 Crew Cab,Suzuki,2011 Suzuki Equator,2011,261,281
3603,208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2011 Suzuki Equator Extended Cab,Suzuki,2011 Suzuki Equator,2011,152,171
3604,208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Suzuki Equator Premium Extended Cab,Suzuki,2011 Suzuki Equator,2011,152,171
3605,234,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Suzuki Equator Sport Extended Cab,Suzuki,2011 Suzuki Equator,2011,261,281
3606,112,22,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Chevrolet Colorado Work Truck AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3607,112,22,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Work Truck 3.7L,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3608,112,22,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2010 Chevrolet Colorado LT1,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3609,112,22,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Chevrolet Colorado LT1 AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3610,112,22,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado LT1 3.7L,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3611,181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 Chevrolet Colorado Work Truck 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3612,181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Work Truck AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3613,181,22,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Work Truck 3.7L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3614,181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 Chevrolet Colorado LT1 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3615,181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado LT1 AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3616,181,22,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado LT1 3.7L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3617,120,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT1 3.7L,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3618,120,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT1 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3619,120,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT2,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3620,120,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT2 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3621,120,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT3,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3622,188,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT1 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3623,188,140,206,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT1 5.3L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3624,188,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT2 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3625,188,140,206,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT2 5.3L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3626,112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3627,112,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck 3.7L,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3628,112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,26,Manual transmission,2010 Chevrolet Colorado Extended Cab LT1,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3629,112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT1 AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3630,112,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT1 3.7L,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3631,112,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT1 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3632,112,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3633,112,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3634,112,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT3,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3635,181,140,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 Chevrolet Colorado Extended Cab Work Truck 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3636,181,140,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3637,181,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck 3.7L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3638,181,140,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 Chevrolet Colorado Extended Cab LT1 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3639,181,140,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT1 AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3640,181,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT1 3.7L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3641,112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190
3642,181,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2 4WD,Chevrolet,2010 Chevrolet Colorado,2010,242,242
3643,181,140,206,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2 5.3L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,300,320
3644,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2011 Nissan Frontier King Cab S,Nissan,2011 Nissan Frontier,2011,152,171
3645,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2011 Subaru Outback 2.5i,Subaru,2011 Subaru Outback,2011,170,170
3646,132,172,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Subaru Outback 3.6R,Subaru,2011 Subaru Outback,2011,256,247
3647,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2011 Subaru Outback 2.5i Premium,Subaru,2011 Subaru Outback,2011,170,170
3648,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2011 Nissan Frontier King Cab SV 4-cylinder,Nissan,2011 Nissan Frontier,2011,152,171
3649,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier King Cab PRO-4X,Nissan,2011 Nissan Frontier,2011,261,281
3650,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier King Cab SV V6 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281
